Unnamed: 0,age,workclass,fnlwgt,education,education-num,occupation,relationship,race,sex,country,salary,capital_gain,marital_status,capital_loss,hours_per_week
2982,43, Self-emp-inc,175485, Some-college,10, Exec-managerial, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
2983,55, Self-emp-not-inc,149168, HS-grad,9, Farming-fishing, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,30
2984,28, Private,115971, Some-college,10, Adm-clerical, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,40
2985,23, Private,161708, Bachelors,13, Other-service, Own-child, White, Female, United-States, <=50K,0, Never-married,0,30
2986,64, Local-gov,244903, 11th,7, Craft-repair, Husband, Black, Male, United-States, >50K,0, Married-civ-spouse,0,40
2987,46, Private,155664, Some-college,10, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
2988,29, Private,112754, Some-college,10, Craft-repair, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
2989,44, Private,178385, Masters,14, Exec-managerial, Husband, Asian-Pac-Islander, Male, India, <=50K,0, Married-civ-spouse,0,48
2990,20, Private,44064, Some-college,10, Prof-specialty, Own-child, White, Male, United-States, <=50K,0, Never-married,0,25
2991,62, Self-emp-not-inc,120939, Some-college,10, Sales, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,40
2992,49, Private,165134, Assoc-voc,11, Exec-managerial, Unmarried, White, Female, Columbia, <=50K,0, Never-married,0,35
2993,29, Private,100405, 10th,6, Farming-fishing, Wife, Amer-Indian-Eskimo, Female, United-States, <=50K,0, Married-civ-spouse,0,40
2994,35, Self-emp-not-inc,361888, Bachelors,13, Sales, Husband, White, Male, Japan, <=50K,0, Married-civ-spouse,0,60
2995,39, Local-gov,167864, 11th,7, Transport-moving, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,30
2996,39, Private,202950, Bachelors,13, Exec-managerial, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,45
2997,37, Private,218188, HS-grad,9, Machine-op-inspct, Other-relative, White, Female, United-States, <=50K,0, Divorced,0,32
2998,38, Private,234962, HS-grad,9, Handlers-cleaners, Husband, White, Male, Mexico, <=50K,2829, Married-civ-spouse,0,30
2999,72, ?,177226, HS-grad,9, ?, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,8
3000,31, Private,259931, 7th-8th,4, Machine-op-inspct, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3001,55, Private,189528, 7th-8th,4, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,60
3002,38, Private,34996, Some-college,10, Other-service, Unmarried, White, Female, United-States, <=50K,0, Separated,0,40
3003,33, Private,112584, Some-college,10, Sales, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,25
3004,25, Private,117589, Assoc-acdm,12, Adm-clerical, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,40
3005,19, ?,145234, Some-college,10, ?, Own-child, White, Male, United-States, <=50K,0, Never-married,0,30
3006,37, Private,267086, Assoc-voc,11, Tech-support, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,52
3007,49, Private,44434, Some-college,10, Tech-support, Other-relative, White, Male, United-States, <=50K,0, Divorced,0,35
3008,26, Private,96130, HS-grad,9, Craft-repair, Other-relative, White, Male, United-States, <=50K,0, Never-married,0,40
3009,35, Private,181382, HS-grad,9, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,43
3010,44, Self-emp-inc,168845, HS-grad,9, Sales, Wife, White, Female, United-States, <=50K,0, Married-civ-spouse,0,60
3011,37, Private,271767, Masters,14, Exec-managerial, Not-in-family, White, Male, United-States, >50K,0, Separated,0,45
3012,42, Private,194636, Bachelors,13, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,45
3013,64, State-gov,194894, Doctorate,16, Prof-specialty, Not-in-family, White, Female, United-States, >50K,4787, Never-married,0,40
3014,28, Private,132686, HS-grad,9, Handlers-cleaners, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
3015,35, Self-emp-not-inc,185848, HS-grad,9, Exec-managerial, Not-in-family, White, Male, United-States, <=50K,4650, Never-married,0,50
3016,40, State-gov,184378, Bachelors,13, Adm-clerical, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3017,55, Federal-gov,270859, Bachelors,13, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
3018,21, Private,231866, HS-grad,9, Farming-fishing, Own-child, White, Male, United-States, <=50K,0, Never-married,0,65
3019,49, Private,36032, Some-college,10, Exec-managerial, Not-in-family, Black, Female, United-States, <=50K,0, Never-married,0,40
3020,51, State-gov,172962, Doctorate,16, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
3021,57, Private,98350, Prof-school,15, Craft-repair, Husband, Asian-Pac-Islander, Male, Philippines, >50K,0, Married-civ-spouse,1902,40
3022,51, Private,24185, Bachelors,13, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
3023,38, Private,53930, 10th,6, Craft-repair, Not-in-family, Black, Male, ?, <=50K,0, Never-married,0,40
3024,24, Private,85088, HS-grad,9, Sales, Own-child, White, Female, United-States, <=50K,0, Never-married,1762,32
3025,45, Self-emp-not-inc,94962, HS-grad,9, Craft-repair, Husband, White, Male, England, <=50K,0, Married-civ-spouse,0,40
3026,28, Private,480861, HS-grad,9, Machine-op-inspct, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,45
3027,42, Self-emp-inc,187702, Prof-school,15, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,2415,60
3028,22, Private,52262, Some-college,10, Other-service, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
3029,28, State-gov,52636, Masters,14, Exec-managerial, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3030,60, Private,175273, HS-grad,9, Machine-op-inspct, Unmarried, White, Female, United-States, <=50K,0, Widowed,0,40
3031,31, Private,327825, HS-grad,9, Machine-op-inspct, Unmarried, White, Female, United-States, <=50K,0, Separated,2238,40
3032,47, Private,125892, Some-college,10, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,75
3033,40, ?,78255, HS-grad,9, ?, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,25
3034,30, Private,398827, HS-grad,9, Adm-clerical, Husband, White, Male, United-States, <=50K,0, Married-AF-spouse,0,60
3035,61, Private,208919, Masters,14, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,60
3036,71, Local-gov,365996, Bachelors,13, Prof-specialty, Unmarried, White, Female, United-States, <=50K,0, Widowed,0,6
3037,42, Private,307638, HS-grad,9, Adm-clerical, Own-child, White, Female, United-States, <=50K,0, Divorced,0,40
3038,44, Local-gov,33068, 12th,8, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,55
3039,46, Self-emp-not-inc,254291, Some-college,10, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,60
3040,50, Local-gov,125417, Prof-school,15, Exec-managerial, Not-in-family, Black, Female, United-States, >50K,0, Never-married,0,52
3041,27, State-gov,28848, Bachelors,13, Prof-specialty, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,9
3042,40, ?,273425, Assoc-voc,11, ?, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,15
3043,21, Private,194723, Some-college,10, Adm-clerical, Other-relative, White, Female, Mexico, <=50K,0, Never-married,0,40
3044,25, Private,195118, HS-grad,9, Handlers-cleaners, Other-relative, White, Male, United-States, <=50K,0, Never-married,0,35
3045,61, Private,123273, 5th-6th,3, Transport-moving, Not-in-family, White, Male, United-States, <=50K,0, Divorced,1876,56
3046,54, Private,220115, Some-college,10, Adm-clerical, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,30
3047,31, Private,265706, Bachelors,13, Sales, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
3048,53, Self-emp-not-inc,279129, Some-college,10, Farming-fishing, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,30
3049,39, Self-emp-inc,122742, Assoc-acdm,12, Exec-managerial, Husband, White, Male, United-States, >50K,15024, Married-civ-spouse,0,55
3050,57, Self-emp-inc,172654, Prof-school,15, Transport-moving, Husband, White, Male, United-States, >50K,15024, Married-civ-spouse,0,50
3051,48, Private,119199, Bachelors,13, Sales, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,44
3052,30, Private,107793, Some-college,10, Transport-moving, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,56
3053,35, Private,237943, HS-grad,9, Handlers-cleaners, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,60
3054,42, Self-emp-not-inc,64632, HS-grad,9, Exec-managerial, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,50
3055,34, Self-emp-not-inc,96245, HS-grad,9, Machine-op-inspct, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3056,59, Private,361494, HS-grad,9, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
3057,69, Local-gov,122850, 10th,6, Exec-managerial, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,20
3058,29, Private,173652, Some-college,10, Adm-clerical, Own-child, White, Female, United-States, <=50K,0, Never-married,0,40
3059,40, Private,164663, HS-grad,9, Transport-moving, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3060,21, Private,98678, Some-college,10, Other-service, Own-child, White, Male, United-States, <=50K,0, Never-married,0,15
3061,40, Private,245529, Assoc-acdm,12, Prof-specialty, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,40
3062,43, Private,55294, Some-college,10, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3063,36, Private,140583, HS-grad,9, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,40
3064,41, Private,79797, HS-grad,9, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, Japan, >50K,0, Married-spouse-absent,0,40
3065,72, ?,113044, HS-grad,9, ?, Not-in-family, White, Male, United-States, <=50K,0, Widowed,0,30
3066,20, Private,283499, Some-college,10, Transport-moving, Own-child, White, Male, United-States, <=50K,0, Never-married,0,30
3067,41, Local-gov,51111, Bachelors,13, Adm-clerical, Not-in-family, White, Female, United-States, <=50K,0, Widowed,0,40
3068,34, Private,232475, Some-college,10, Exec-managerial, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,50
3069,48, Private,176140, 11th,7, Other-service, Unmarried, Black, Female, United-States, <=50K,0, Divorced,0,40
3070,27, Private,301654, HS-grad,9, Exec-managerial, Own-child, White, Female, United-States, <=50K,0, Never-married,0,40
3071,35, Private,376455, Some-college,10, Exec-managerial, Husband, White, Male, United-States, >50K,15024, Married-civ-spouse,0,60
3072,28, ?,192569, HS-grad,9, ?, Own-child, Black, Male, United-States, <=50K,0, Never-married,0,40
3073,27, Private,229803, HS-grad,9, Craft-repair, Own-child, Black, Male, United-States, <=50K,0, Never-married,0,40
3074,20, Private,337639, Some-college,10, Sales, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
3075,18, Private,130849, Some-college,10, Sales, Own-child, White, Female, United-States, <=50K,0, Never-married,0,15
3076,32, Private,296282, Bachelors,13, Sales, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3077,38, Private,266645, Masters,14, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,60
3078,23, State-gov,110128, Some-college,10, Other-service, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
3079,28, Private,90196, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,45
3080,40, State-gov,40024, Prof-school,15, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,38
3081,35, Private,144322, HS-grad,9, Machine-op-inspct, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,40
3082,74, Self-emp-inc,162340, Some-college,10, Exec-managerial, Unmarried, White, Male, United-States, <=50K,0, Widowed,0,40
3083,28, Private,169069, HS-grad,9, Craft-repair, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
3084,23, Private,113601, Some-college,10, Handlers-cleaners, Own-child, White, Male, United-States, <=50K,0, Never-married,0,30
3085,20, Self-emp-not-inc,157145, Some-college,10, Farming-fishing, Own-child, White, Male, United-States, <=50K,0, Never-married,2258,10
3086,44, Private,111275, HS-grad,9, Machine-op-inspct, Unmarried, Black, Female, United-States, <=50K,0, Divorced,0,56
3087,46, Local-gov,102076, HS-grad,9, Adm-clerical, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,25
3088,20, ?,182117, Some-college,10, ?, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
3089,51, Self-emp-not-inc,145409, Bachelors,13, Sales, Husband, White, Male, United-States, >50K,15024, Married-civ-spouse,0,50
3090,40, Private,190122, Some-college,10, Adm-clerical, Not-in-family, White, Female, United-States, <=50K,0, Separated,0,40
3091,48, Private,331482, Prof-school,15, Tech-support, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,1977,40
3092,60, Self-emp-not-inc,170114, 9th,5, Farming-fishing, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,1672,84
3093,48, Self-emp-inc,193188, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
3094,46, Local-gov,267588, Bachelors,13, Prof-specialty, Wife, White, Female, United-States, <=50K,0, Married-civ-spouse,0,70
3095,48, Self-emp-inc,200471, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
3096,22, ?,175586, HS-grad,9, ?, Unmarried, Black, Female, United-States, <=50K,0, Never-married,0,35
3097,24, Local-gov,322658, Bachelors,13, Prof-specialty, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,40
3098,45, State-gov,263982, Some-college,10, Prof-specialty, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,40
3099,18, Private,266287, 12th,8, Sales, Own-child, White, Female, United-States, <=50K,0, Never-married,0,35
3100,39, Private,278187, HS-grad,9, Machine-op-inspct, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3101,65, Self-emp-inc,81413, HS-grad,9, Farming-fishing, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,2352,65
3102,22, Private,221745, Some-college,10, Machine-op-inspct, Own-child, White, Female, United-States, <=50K,0, Divorced,0,40
3103,20, Private,140764, Some-college,10, Other-service, Own-child, White, Female, United-States, <=50K,0, Never-married,0,20
3104,28, Private,206351, Some-college,10, Sales, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3105,46, Private,176814, Prof-school,15, Prof-specialty, Husband, White, Male, United-States, >50K,99999, Married-civ-spouse,0,50
3106,42, Local-gov,245307, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,1977,48
3107,61, State-gov,124971, Doctorate,16, Prof-specialty, Husband, White, Male, ?, >50K,0, Married-civ-spouse,0,40
3108,28, Private,119545, Some-college,10, Exec-managerial, Own-child, White, Male, United-States, >50K,7688, Married-civ-spouse,0,50
3109,18, Private,179203, Some-college,10, Sales, Own-child, White, Female, United-States, <=50K,0, Never-married,0,20
3110,24, Federal-gov,44075, Bachelors,13, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, United-States, <=50K,0, Never-married,0,40
3111,45, Private,178319, Doctorate,16, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,56
3112,24, Private,219754, HS-grad,9, Adm-clerical, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
3113,44, Private,198316, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,15024, Married-civ-spouse,0,50
3114,20, Private,168165, Some-college,10, Other-service, Own-child, White, Male, United-States, <=50K,0, Never-married,0,30
3115,35, Private,356838, Some-college,10, Tech-support, Husband, White, Male, Poland, <=50K,2829, Married-civ-spouse,0,55
3116,52, Self-emp-inc,210736, Bachelors,13, Sales, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,60
3117,25, Private,173212, Assoc-acdm,12, Farming-fishing, Not-in-family, White, Male, United-States, <=50K,2354, Never-married,0,45
3118,19, Private,130431, 5th-6th,3, Farming-fishing, Not-in-family, White, Male, Mexico, <=50K,0, Never-married,0,36
3119,35, ?,169809, Bachelors,13, ?, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,20
3120,54, Private,197481, Some-college,10, Adm-clerical, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,40
3121,21, Private,155066, Some-college,10, Craft-repair, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
3122,26, Private,31290, HS-grad,9, Adm-clerical, Wife, White, Female, United-States, >50K,0, Married-civ-spouse,0,40
3123,42, Private,54102, Assoc-voc,11, Adm-clerical, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,40
3124,19, Private,181546, Some-college,10, Adm-clerical, Own-child, White, Female, United-States, <=50K,0, Never-married,0,40
3125,55, Private,153484, Masters,14, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,1977,50
3126,44, State-gov,351228, HS-grad,9, Adm-clerical, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3127,25, Private,131976, Bachelors,13, Exec-managerial, Own-child, White, Male, United-States, <=50K,0, Never-married,0,55
3128,26, Private,200639, Some-college,10, Machine-op-inspct, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3129,64, Federal-gov,267546, Assoc-acdm,12, Prof-specialty, Not-in-family, White, Female, United-States, >50K,0, Separated,0,40
3130,41, Private,179875, 11th,7, Other-service, Unmarried, Other, Female, United-States, <=50K,0, Divorced,0,40
3131,25, ?,237865, Some-college,10, ?, Own-child, Black, Male, ?, <=50K,0, Never-married,0,40
3132,43, Private,300528, Some-college,10, Transport-moving, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3133,45, Private,67716, HS-grad,9, Craft-repair, Own-child, White, Male, United-States, >50K,10520, Never-married,0,48
3134,48, Federal-gov,326048, Bachelors,13, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,44
3135,60, Private,191188, HS-grad,9, Transport-moving, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3136,45, Self-emp-not-inc,32172, Some-college,10, Farming-fishing, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,50
3137,51, Private,252903, 10th,6, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,1977,40
3138,37, Federal-gov,334314, HS-grad,9, Adm-clerical, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,40
3139,22, Private,83704, Some-college,10, Adm-clerical, Own-child, White, Male, United-States, <=50K,0, Never-married,0,30
3140,44, Private,160574, HS-grad,9, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,65
3141,27, Private,203776, HS-grad,9, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,50
3142,47, Local-gov,328610, HS-grad,9, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3143,32, Private,295589, Masters,14, Exec-managerial, Husband, Black, Male, United-States, >50K,0, Married-civ-spouse,1977,40
3144,40, Private,174373, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,50
3145,41, Private,247752, HS-grad,9, Sales, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3146,32, ?,199244, 10th,6, ?, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,40
3147,26, Private,139992, Bachelors,13, Prof-specialty, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,40
3148,47, Private,95680, Some-college,10, Exec-managerial, Husband, Asian-Pac-Islander, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3149,55, Self-emp-inc,189933, HS-grad,9, Exec-managerial, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,45
3150,38, Private,498785, HS-grad,9, Handlers-cleaners, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3151,24, State-gov,177526, Bachelors,13, Prof-specialty, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,15
3152,64, Self-emp-not-inc,150121, Doctorate,16, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,25
3153,56, Federal-gov,130454, Bachelors,13, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
3154,41, Private,119079, HS-grad,9, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,49
3155,33, Private,220939, HS-grad,9, Sales, Husband, White, Male, United-States, >50K,7298, Married-civ-spouse,0,45
3156,33, Private,94235, Prof-school,15, Prof-specialty, Own-child, White, Male, United-States, >50K,0, Never-married,0,42
3157,21, Private,305874, Some-college,10, Other-service, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3158,59, Local-gov,62020, HS-grad,9, Craft-repair, Not-in-family, Black, Male, United-States, <=50K,0, Widowed,0,40
3159,58, Private,235624, Assoc-voc,11, Exec-managerial, Husband, White, Male, Germany, >50K,0, Married-civ-spouse,0,40
3160,43, Local-gov,247514, Masters,14, Prof-specialty, Unmarried, White, Male, United-States, <=50K,0, Divorced,0,40
3161,21, Private,275726, HS-grad,9, Craft-repair, Own-child, Black, Male, United-States, <=50K,0, Never-married,0,40
3162,45, Private,72896, HS-grad,9, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
3163,53, Local-gov,110510, HS-grad,9, Exec-managerial, Wife, White, Female, United-States, >50K,0, Married-civ-spouse,0,50
3164,41, Private,173938, Prof-school,15, Adm-clerical, Husband, White, Male, ?, >50K,0, Married-civ-spouse,0,50
3165,27, Private,200641, 10th,6, Exec-managerial, Wife, White, Female, Mexico, <=50K,0, Married-civ-spouse,0,40
3166,53, Private,211654, Some-college,10, Craft-repair, Husband, White, Male, ?, >50K,0, Married-civ-spouse,0,50
3167,38, Private,242720, Masters,14, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,35
3168,31, Private,111567, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,70
3169,41, Private,179533, HS-grad,9, Transport-moving, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,35
3170,22, State-gov,334693, Some-college,10, Adm-clerical, Own-child, White, Female, United-States, <=50K,0, Never-married,0,40
3171,43, Self-emp-not-inc,198096, Masters,14, Sales, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,60
3172,41, State-gov,355756, Some-college,10, Prof-specialty, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
3173,27, Private,19395, Some-college,10, Handlers-cleaners, Wife, White, Female, United-States, <=50K,0, Married-civ-spouse,0,35
3174,41, Local-gov,242586, Some-college,10, Exec-managerial, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3175,36, Private,208358, Prof-school,15, Prof-specialty, Not-in-family, White, Male, United-States, >50K,99999, Divorced,0,45
3176,49, Private,160647, Bachelors,13, Adm-clerical, Wife, White, Female, United-States, >50K,0, Married-civ-spouse,0,40
3177,20, Private,227943, HS-grad,9, Handlers-cleaners, Own-child, White, Male, United-States, <=50K,0, Never-married,0,45
3178,58, Self-emp-not-inc,197665, HS-grad,9, Other-service, Unmarried, White, Female, United-States, <=50K,0, Married-spouse-absent,0,45
3179,35, Self-emp-not-inc,216129, 12th,8, Other-service, Not-in-family, Black, Female, Trinadad&Tobago, <=50K,0, Never-married,0,40
3180,30, Local-gov,326104, HS-grad,9, Protective-serv, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
3181,21, Private,57211, HS-grad,9, Craft-repair, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
3182,29, Private,100219, Assoc-acdm,12, Machine-op-inspct, Unmarried, White, Male, United-States, <=50K,0, Never-married,0,45
3183,40, Private,291192, HS-grad,9, Sales, Not-in-family, White, Female, United-States, <=50K,0, Widowed,0,40
3184,54, State-gov,93415, Bachelors,13, Prof-specialty, Unmarried, Asian-Pac-Islander, Female, United-States, >50K,0, Never-married,0,40
3185,35, Private,191502, Bachelors,13, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,60
3186,35, Private,261382, Bachelors,13, Sales, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,50
3187,40, Private,170230, Bachelors,13, Other-service, Not-in-family, White, Female, ?, <=50K,0, Married-spouse-absent,0,40
3188,59, Private,374924, HS-grad,9, Sales, Unmarried, Black, Female, United-States, <=50K,0, Separated,0,40
3189,43, Self-emp-inc,320984, Some-college,10, Machine-op-inspct, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,50
3190,39, Private,338320, 10th,6, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,60
3191,51, Private,135190, 7th-8th,4, Machine-op-inspct, Not-in-family, Black, Female, United-States, <=50K,0, Separated,0,30
3192,71, Private,157909, Some-college,10, Other-service, Not-in-family, White, Female, United-States, <=50K,2964, Never-married,0,60
3193,33, Private,637222, 12th,8, Machine-op-inspct, Unmarried, Black, Female, United-States, <=50K,0, Divorced,0,40
3194,28, Private,430084, HS-grad,9, Other-service, Own-child, Black, Male, United-States, <=50K,0, Divorced,0,35
3195,30, Private,125279, HS-grad,9, Sales, Unmarried, White, Male, United-States, <=50K,0, Married-spouse-absent,0,40
3196,20, Private,221955, 5th-6th,3, Farming-fishing, Other-relative, White, Male, Mexico, <=50K,0, Married-spouse-absent,0,40
3197,51, Self-emp-inc,180195, HS-grad,9, Sales, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,50
3198,39, Private,208778, HS-grad,9, Machine-op-inspct, Wife, White, Female, United-States, >50K,0, Married-civ-spouse,0,40
3199,62, Private,81534, Some-college,10, Sales, Husband, Asian-Pac-Islander, Male, United-States, >50K,0, Married-civ-spouse,0,40
3200,37, Private,325538, HS-grad,9, Exec-managerial, Own-child, White, Male, ?, <=50K,0, Never-married,0,60
3201,28, Private,142264, 9th,5, Machine-op-inspct, Not-in-family, White, Male, Dominican-Republic, <=50K,0, Never-married,0,50
3202,23, Private,128604, HS-grad,9, Sales, Own-child, Asian-Pac-Islander, Male, South, <=50K,0, Never-married,0,48
3203,39, Private,277886, Bachelors,13, Sales, Wife, White, Female, United-States, <=50K,0, Married-civ-spouse,0,30
3204,50, Self-emp-inc,100029, Bachelors,13, Sales, Unmarried, White, Male, United-States, >50K,0, Widowed,0,65
3205,31, Private,169269, 7th-8th,4, Craft-repair, Unmarried, White, Male, United-States, <=50K,0, Never-married,0,40
3206,45, Local-gov,160472, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,1977,50
3207,23, ?,123983, Bachelors,13, ?, Own-child, Other, Male, United-States, <=50K,0, Never-married,0,40
3208,47, Private,297884, 10th,6, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K,0, Widowed,0,40
3209,59, Private,99131, HS-grad,9, Prof-specialty, Not-in-family, White, Female, United-States, <=50K,0, Widowed,0,18
3210,32, Private,44392, Assoc-acdm,12, Handlers-cleaners, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3211,82, ?,29441, 7th-8th,4, ?, Not-in-family, White, Male, United-States, <=50K,0, Widowed,0,5
3212,49, Private,199029, Bachelors,13, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,2415,55
3213,74, Federal-gov,181508, HS-grad,9, Other-service, Not-in-family, White, Male, United-States, <=50K,0, Widowed,0,17
